N	mop_num	b_lon	b_lat	p_lon	p_lat	depth	orient	shore_type
7357	SC155	-122.03700	36.95240	-122.03762	36.94308	-15.01	183.04	2
7358	SC156	-122.03910	36.95280	-122.03762	36.94308	-15.01	173.06	2
7359	SC157	-122.04130	36.95260	-122.03762	36.94308	-15.01	162.83	2
7360	SC158	-122.04260	36.95120	-122.03809	36.94347	-15.00	155.00	2
7361	SC159	-122.04450	36.95030	-122.04046	36.94434	-15.01	151.55	2
7362	SC160	-122.04640	36.94950	-122.04432	36.94406	-15.00	163.01	2
7363	SC161	-122.04840	36.94930	-122.04799	36.94394	-15.00	176.50	2
7364	SC162	-122.05030	36.94930	-122.05048	36.94374	-15.01	181.48	1
7365	SC163	-122.05250	36.94940	-122.05175	36.94333	-15.00	174.36	1
7366	SC164	-122.05460	36.94900	-122.05417	36.94327	-15.01	176.57	2
7367	SC165	-122.05680	36.94920	-122.05814	36.94279	-15.02	189.49	2
7368	SC166	-122.05890	36.94990	-122.05952	36.94322	-15.02	184.24	1
7369	SC167	-122.06100	36.94950	-122.05968	36.94325	-15.00	170.42	1
7370	SC168	-122.06310	36.94900	-122.06052	36.94333	-15.11	160.02	1
7371	SC169	-122.06510	36.94830	-122.06445	36.94285	-15.01	174.55	1
7372	SC170	-122.06680	36.94880	-122.06780	36.94267	-15.02	187.43	1
7373	SC171	-122.06860	36.94870	-122.07007	36.94267	-15.01	191.03	1
7374	SC172	-122.07070	36.94930	-122.07353	36.94308	-15.00	199.98	2
7375	SC173	-122.07260	36.95010	-122.07461	36.94342	-15.02	193.52	1
7376	SC174	-122.07470	36.95010	-122.07766	36.94466	-14.99	203.50	1
7377	SC175	-122.07620	36.95120	-122.08018	36.94601	-15.00	211.50	2
7378	SC176	-122.07650	36.95300	-122.08018	36.94601	-15.00	202.82	2
7379	SC177	-122.07840	36.95370	-122.08018	36.94601	-15.00	190.48	2
7380	SC178	-122.08040	36.95320	-122.08018	36.94601	-15.00	178.60	2
7381	SC179	-122.08210	36.95190	-122.08268	36.94530	-14.99	184.02	2
7382	SC180	-122.08360	36.95280	-122.08527	36.94531	-15.02	190.10	1
7383	SC181	-122.08550	36.95240	-122.08846	36.94609	-15.00	200.55	2
7384	SC182	-122.08710	36.95330	-122.09145	36.94752	-15.01	211.03	2
7385	SC183	-122.08890	36.95410	-122.09169	36.94765	-15.00	199.07	1
7386	SC184	-122.09100	36.95440	-122.09241	36.94768	-15.00	189.52	2
7387	SC185	-122.09290	36.95460	-122.09466	36.94738	-15.00	191.02	1
7388	SC186	-122.09500	36.95500	-122.09634	36.94784	-15.01	188.51	1
7389	SC187	-122.09710	36.95510	-122.09740	36.94822	-15.00	182.00	1
7390	SC188	-122.09920	36.95510	-122.10039	36.94940	-15.01	189.47	1
7391	SC189	-122.10110	36.95560	-122.10314	36.95009	-15.03	196.48	1
7392	SC190	-122.10300	36.95600	-122.10435	36.95045	-14.99	191.00	1
7393	SC191	-122.10490	36.95620	-122.10663	36.95085	-15.01	194.49	1
7394	SC192	-122.10690	36.95680	-122.11044	36.95160	-15.03	208.55	1
7395	SC193	-122.10870	36.95790	-122.11426	36.95297	-15.03	222.03	1
7396	SC194	-122.11010	36.95920	-122.11579	36.95378	-15.02	219.99	1
7397	SC195	-122.11200	36.96010	-122.11742	36.95455	-14.98	217.97	2
7398	SC196	-122.11270	36.96170	-122.11846	36.95576	-15.02	217.77	2
7399	SC197	-122.11470	36.96240	-122.11846	36.95576	-15.02	204.35	2
7400	SC198	-122.11680	36.96260	-122.11846	36.95576	-15.02	190.98	2
7401	SC199	-122.11890	36.96250	-122.12215	36.95607	-14.99	201.99	2
7402	SC200	-122.11990	36.96400	-122.12491	36.95786	-15.02	213.11	2
7403	SC201	-122.12110	36.96540	-122.12491	36.95786	-15.02	201.99	2
7404	SC202	-122.12300	36.96620	-122.12491	36.95786	-15.02	190.37	2
7405	SC203	-122.12510	36.96580	-122.12491	36.95786	-15.02	178.90	2
7406	SC204	-122.12650	36.96450	-122.12759	36.95958	-14.99	190.04	2
7407	SC205	-122.12830	36.96510	-122.13208	36.96062	-15.01	213.99	2
7408	SC206	-122.12950	36.96660	-122.13400	36.96167	-14.76	216.10	1
7409	SC207	-122.13160	36.96710	-122.13461	36.96183	-15.03	204.53	2
7410	SC208	-122.13350	36.96770	-122.13499	36.96200	-14.97	191.80	1
7411	SC209	-122.13530	36.96780	-122.13968	36.96398	-15.01	222.49	1
7412	SC210	-122.13560	36.96940	-122.14462	36.96741	-15.01	254.56	2
7413	SC211	-122.13620	36.97100	-122.14462	36.96741	-15.01	241.91	1
7414	SC212	-122.13760	36.97240	-122.14574	36.96802	-15.00	236.04	2
7415	SC213	-122.13880	36.97390	-122.14629	36.96887	-15.02	229.95	1
7416	SC214	-122.14040	36.97510	-122.14648	36.96910	-14.99	218.99	2
7417	SC215	-122.14140	36.97670	-122.14651	36.96928	-14.99	208.82	2
7418	SC216	-122.14350	36.97670	-122.14651	36.96928	-14.99	197.96	2
7419	SC217	-122.14550	36.97730	-122.14651	36.96928	-14.99	185.75	2
7420	SC218	-122.14770	36.97740	-122.14651	36.96928	-14.99	173.32	2
7421	SC219	-122.14950	36.97650	-122.14827	36.97065	-15.00	170.46	2
7422	SC220	-122.15140	36.97630	-122.15195	36.97128	-15.02	185.00	2
7423	SC221	-122.15330	36.97670	-122.15673	36.97343	-15.01	219.96	1
7424	SC222	-122.15420	36.97830	-122.15997	36.97600	-15.02	243.48	1
7425	SC223	-122.15530	36.97990	-122.16183	36.97769	-15.00	247.04	2
7426	SC224	-122.15520	36.98170	-122.16368	36.97896	-15.00	247.98	2
7427	SC225	-122.15640	36.98320	-122.16368	36.97896	-15.00	233.91	2
7428	SC226	-122.15810	36.98410	-122.16453	36.97922	-15.00	226.47	2
7429	SC227	-122.15930	36.98510	-122.16554	36.97946	-15.00	221.47	1
7430	SC228	-122.16100	36.98610	-122.16659	36.97985	-15.00	215.55	2
7431	SC229	-122.16200	36.98770	-122.16727	36.98034	-15.01	209.77	2
7432	SC230	-122.16400	36.98850	-122.16727	36.98034	-15.01	197.75	2
7433	SC231	-122.16590	36.98790	-122.16856	36.98156	-15.01	198.53	2
7434	SC232	-122.16800	36.98850	-122.17316	36.98430	-14.99	224.46	1
7435	SC233	-122.16870	36.99010	-122.17654	36.98745	-15.00	247.06	1
7436	SC234	-122.16950	36.99160	-122.17681	36.98774	-15.01	236.53	2
7437	SC235	-122.17060	36.99310	-122.17681	36.98774	-15.01	222.78	1
7438	SC236	-122.17220	36.99380	-122.17681	36.98774	-15.01	211.28	2
7439	SC237	-122.17410	36.99430	-122.17837	36.98852	-15.01	210.54	2
7440	SC238	-122.17590	36.99530	-122.18094	36.98986	-15.01	216.50	2
7441	SC239	-122.17680	36.99690	-122.18171	36.99067	-15.00	212.19	1
7442	SC240	-122.17910	36.99690	-122.18220	36.99121	-15.02	203.52	2
7443	SC241	-122.18110	36.99750	-122.18406	36.99193	-15.00	203.00	1
7444	SC242	-122.18300	36.99820	-122.18742	36.99473	-15.01	225.49	2
7445	SC243	-122.18270	36.99970	-122.18997	36.99660	-15.00	241.90	2
7446	SC244	-122.18180	37.00050	-122.18997	36.99660	-15.00	239.13	2
7447	SC245	-122.18370	37.00130	-122.18997	36.99660	-15.00	226.82	2
7448	SC246	-122.18590	37.00150	-122.19160	36.99800	-15.00	232.45	2
7449	SC247	-122.18550	37.00290	-122.19300	36.99944	-15.00	239.99	2
7450	SC248	-122.18670	37.00360	-122.19300	36.99944	-15.00	230.42	2
7451	SC249	-122.18840	37.00430	-122.19424	36.99980	-15.00	226.03	2
7452	SC250	-122.18980	37.00560	-122.19495	37.00036	-15.00	218.13	1
7453	SC251	-122.19170	37.00640	-122.19755	37.00157	-15.00	224.05	2
7454	SC252	-122.19240	37.00790	-122.19955	37.00321	-15.01	230.60	2
7455	SC253	-122.19390	37.00920	-122.19955	37.00321	-15.01	216.99	2
7456	SC254	-122.19600	37.00970	-122.20093	37.00387	-15.01	214.03	2
7457	SC255	-122.19770	37.01070	-122.20357	37.00531	-15.01	221.01	1
7458	SC256	-122.19920	37.01200	-122.20469	37.00634	-15.00	217.76	2
7459	SC257	-122.20110	37.01300	-122.20469	37.00634	-15.00	203.29	1
7460	SC258	-122.20330	37.01340	-122.20534	37.00637	-15.00	193.05	2
7461	SC259	-122.20540	37.01370	-122.21040	37.00755	-15.01	212.99	1
7462	SC260	-122.20660	37.01510	-122.21407	37.01159	-15.01	239.53	1
7463	SC261	-122.20760	37.01670	-122.21581	37.01322	-15.01	242.04	1
7464	SC262	-122.20870	37.01830	-122.21616	37.01380	-15.00	232.93	1
7465	SC263	-122.21030	37.01960	-122.21666	37.01415	-15.00	222.98	1
7466	SC264	-122.21180	37.02080	-122.21723	37.01425	-15.01	213.50	1
7467	SC265	-122.21390	37.02150	-122.22000	37.01492	-15.26	216.51	2
7468	SC266	-122.21530	37.02280	-122.22258	37.01608	-15.01	220.86	2
7469	SC267	-122.21610	37.02430	-122.22258	37.01608	-15.01	212.19	2
7470	SC268	-122.21830	37.02480	-122.22258	37.01608	-15.01	201.40	2
7471	SC269	-122.22040	37.02500	-122.22258	37.01608	-15.01	191.04	2
7472	SC270	-122.22250	37.02490	-122.22740	37.01899	-15.00	213.50	2
7473	SC271	-122.22350	37.02630	-122.23135	37.02275	-15.02	240.47	1
7474	SC272	-122.22470	37.02790	-122.23265	37.02474	-15.01	243.53	1
7475	SC273	-122.22550	37.02950	-122.23314	37.02703	-15.01	247.95	1
7476	SC274	-122.22640	37.03120	-122.23385	37.02874	-15.01	247.53	1
7477	SC275	-122.22720	37.03280	-122.23500	37.03119	-15.39	255.50	1
7478	SC276	-122.22750	37.03460	-122.23589	37.03318	-15.02	258.03	1
7479	SC277	-122.22810	37.03630	-122.23627	37.03412	-15.02	251.52	1
7480	SC278	-122.22890	37.03800	-122.23712	37.03561	-15.00	249.99	1
7481	SC279	-122.22960	37.03970	-122.23801	37.03632	-15.00	243.28	1
7482	SC280	-122.23080	37.04120	-122.23801	37.03632	-15.00	229.71	1
7483	SC281	-122.23250	37.04240	-122.23950	37.03691	-15.00	225.51	2
7484	SC282	-122.23400	37.04370	-122.24030	37.03858	-15.00	224.49	1
7485	SC283	-122.23570	37.04490	-122.24152	37.04041	-15.02	225.98	1
7486	SC284	-122.23720	37.04630	-122.24420	37.04246	-15.00	235.50	2
7487	SC285	-122.23810	37.04790	-122.24522	37.04384	-15.00	234.46	1
7488	SC286	-122.23970	37.04910	-122.24577	37.04416	-15.52	224.44	1
7489	SC287	-122.24140	37.05030	-122.24698	37.04608	-15.00	226.54	1
7490	SC288	-122.24280	37.05170	-122.24911	37.04797	-15.01	233.48	1
7491	SC289	-122.24410	37.05320	-122.25057	37.04931	-15.01	233.01	1
7492	SC290	-122.24550	37.05460	-122.25281	37.04996	-15.00	231.50	1
7493	SC291	-122.24670	37.05600	-122.25361	37.05071	-15.01	226.19	2
7494	SC292	-122.24830	37.05720	-122.25361	37.05071	-15.01	213.14	1
7495	SC293	-122.25040	37.05790	-122.25580	37.05258	-15.00	219.01	2
7496	SC294	-122.25170	37.05920	-122.25801	37.05396	-14.99	223.86	1
7497	SC295	-122.25350	37.06030	-122.26088	37.05683	-15.02	239.49	2
7498	SC296	-122.25360	37.06210	-122.26278	37.06004	-15.01	254.29	1
7499	SC297	-122.25470	37.06370	-122.26289	37.06044	-15.00	243.49	2
7500	SC298	-122.25580	37.06520	-122.26389	37.06177	-15.01	242.02	2
7501	SC299	-122.25640	37.06700	-122.26466	37.06277	-15.00	237.31	1
7502	SC300	-122.25790	37.06810	-122.26466	37.06277	-15.00	225.34	2
7503	SC301	-122.25960	37.06910	-122.26702	37.06540	-15.01	238.00	1
7504	SC302	-122.25990	37.07080	-122.26838	37.06824	-15.01	249.28	2
7505	SC303	-122.26060	37.07250	-122.26838	37.06824	-15.01	235.54	2
7506	SC304	-122.26230	37.07340	-122.27055	37.06990	-15.00	242.00	1
7507	SC305	-122.26270	37.07510	-122.27217	37.07201	-15.00	247.76	2
7508	SC306	-122.26330	37.07690	-122.27217	37.07201	-15.00	235.36	2
7509	SC307	-122.26470	37.07820	-122.27217	37.07201	-15.00	223.92	2
7510	SC308	-122.26680	37.07890	-122.27362	37.07465	-15.01	232.01	2
7511	SC309	-122.26770	37.08040	-122.27584	37.07777	-15.16	247.95	1
7512	SC310	-122.26840	37.08210	-122.27713	37.07950	-15.00	249.53	2
7513	SC311	-122.26910	37.08380	-122.27793	37.07992	-15.00	241.15	2
7514	SC312	-122.27040	37.08520	-122.27793	37.07992	-15.00	228.69	1
7515	SC313	-122.27220	37.08640	-122.27821	37.08049	-15.01	219.05	1
7516	SC314	-122.27400	37.08740	-122.28017	37.08230	-14.99	223.98	1
7517	SC315	-122.27530	37.08880	-122.28329	37.08654	-15.00	250.48	1
7518	SC316	-122.27540	37.09070	-122.28568	37.08962	-15.01	262.50	1
7519	SC317	-122.27580	37.09240	-122.28587	37.08982	-15.01	252.19	2
7520	SC318	-122.27650	37.09410	-122.28587	37.08982	-15.01	240.20	2
7521	SC319	-122.27780	37.09560	-122.28587	37.08982	-15.01	228.08	2
7522	SC320	-122.27960	37.09670	-122.28645	37.09041	-15.01	220.98	2
7523	SC321	-122.28130	37.09780	-122.28807	37.09201	-15.01	223.01	2
7524	SC322	-122.28280	37.09910	-122.29016	37.09443	-15.01	231.50	1
7525	SC323	-122.28410	37.10060	-122.29280	37.09565	-15.01	234.50	2
7526	SC324	-122.28530	37.10210	-122.29413	37.09599	-15.00	229.06	1
7527	SC325	-122.28700	37.10330	-122.29518	37.09631	-15.00	223.03	1
7528	SC326	-122.28870	37.10450	-122.29604	37.09753	-15.01	220.03	1
7529	SC327	-122.29050	37.10560	-122.29685	37.09956	-15.01	219.98	1
7530	SC328	-122.29220	37.10680	-122.29775	37.10123	-15.00	218.47	2
7531	SM001	-122.29280	37.10720	-122.29887	37.10219	-15.00	224.02	2
7532	SM002	-122.29440	37.10840	-122.30066	37.10375	-15.00	227.04	1
7533	SM003	-122.29580	37.10980	-122.30344	37.10451	-15.00	229.04	2
7534	SM004	-122.29730	37.11120	-122.30404	37.10466	-15.00	219.42	1
7535	SM005	-122.29920	37.11210	-122.30470	37.10521	-15.00	212.48	1
7536	SM006	-122.30110	37.11300	-122.30721	37.10565	-15.00	213.54	1
7537	SM007	-122.30290	37.11410	-122.31016	37.10614	-15.00	216.03	1
7538	SM008	-122.30470	37.11510	-122.31183	37.10667	-15.01	214.00	2
7539	SM009	-122.30630	37.11630	-122.31252	37.10712	-15.00	208.39	2
7540	SM010	-122.30840	37.11700	-122.31252	37.10712	-15.00	198.40	1
7541	SM011	-122.31050	37.11750	-122.31252	37.10712	-15.00	188.82	2
7542	SM012	-122.31270	37.11800	-122.31252	37.10712	-15.00	179.24	1
7543	SM013	-122.31470	37.11780	-122.31252	37.10712	-15.00	170.75	2
7544	SM014	-122.31570	37.11710	-122.31360	37.10592	-15.01	171.48	2
7545	SM015	-122.31770	37.11720	-122.31472	37.10592	-15.01	168.10	1
7546	SM016	-122.31940	37.11650	-122.31532	37.10620	-15.00	162.47	2
7547	SM017	-122.32120	37.11600	-122.31613	37.10519	-15.00	159.49	2
7548	SM018	-122.32330	37.11560	-122.31673	37.10503	-15.00	153.63	1
7549	SM019	-122.32490	37.11460	-122.31851	37.10560	-15.01	150.48	2
7550	SM020	-122.32680	37.11370	-122.31959	37.10468	-15.00	147.48	1
7551	SM021	-122.32860	37.11270	-122.33094	37.09750	-14.99	187.00	2
7552	SM022	-122.32950	37.11380	-122.34258	37.10460	-15.01	228.59	2
7553	SM023	-122.33060	37.11530	-122.34258	37.10460	-15.01	221.76	1
7554	SM024	-122.33190	37.11680	-122.34258	37.10460	-15.01	214.92	1
7555	SM025	-122.33390	37.11760	-122.34258	37.10460	-15.01	208.04	2
7556	SM026	-122.33600	37.11740	-122.34334	37.10616	-15.20	207.51	1
7557	SM027	-122.33760	37.11810	-122.34785	37.11171	-15.00	231.98	2
7558	SM028	-122.33820	37.11980	-122.35303	37.11707	-15.01	257.00	1
7559	SM029	-122.33860	37.12150	-122.35587	37.12210	-15.02	272.49	1
7560	SM030	-122.33800	37.12320	-122.35480	37.12667	-15.48	284.52	1
7561	SM031	-122.33750	37.12500	-122.35417	37.12734	-15.26	279.99	1
7562	SM032	-122.33720	37.12680	-122.35501	37.12829	-15.01	275.99	2
7563	SM033	-122.33690	37.12860	-122.35514	37.12881	-15.00	270.83	2
7564	SM034	-122.33670	37.13030	-122.35514	37.12881	-15.00	264.21	2
7565	SM035	-122.33740	37.13180	-122.35532	37.12941	-15.00	260.50	2
7566	SM036	-122.33720	37.13320	-122.35545	37.12978	-15.01	256.77	2
7567	SM037	-122.33770	37.13490	-122.35545	37.12978	-15.01	250.11	2
7568	SM038	-122.33840	37.13650	-122.35545	37.12978	-15.01	243.69	1
7569	SM039	-122.33960	37.13800	-122.35545	37.12978	-15.01	236.96	2
7570	SM040	-122.34140	37.13910	-122.35561	37.13025	-15.01	232.00	2
7571	SM041	-122.34290	37.14050	-122.35609	37.13198	-15.00	230.98	2
7572	SM042	-122.34320	37.14210	-122.35625	37.13332	-14.99	229.84	2
7573	SM043	-122.34370	37.14380	-122.35625	37.13332	-14.99	223.67	2
7574	SM044	-122.34530	37.14500	-122.35625	37.13332	-14.99	216.77	2
7575	SM045	-122.34710	37.14590	-122.35625	37.13332	-14.99	210.11	2
7576	SM046	-122.34920	37.14560	-122.35625	37.13332	-14.99	204.59	2
7577	SM047	-122.35110	37.14550	-122.35747	37.13653	-15.01	209.52	2
7578	SM048	-122.35160	37.14590	-122.35873	37.13825	-15.01	216.61	2
7579	SM049	-122.35250	37.14700	-122.35873	37.13825	-15.01	209.58	2
7580	SM050	-122.35420	37.14700	-122.35875	37.14131	-15.00	212.52	2
7581	SM051	-122.35580	37.14790	-122.36063	37.14315	-15.00	219.03	2
7582	SM052	-122.35560	37.14900	-122.36095	37.14433	-14.99	222.40	2
7583	SM053	-122.35770	37.14920	-122.36095	37.14433	-14.99	208.01	1
7584	SM054	-122.35980	37.14970	-122.36396	37.14582	-15.00	220.52	2
7585	SM055	-122.36010	37.15030	-122.36878	37.15012	-15.02	268.51	2
7586	SM056	-122.35940	37.15190	-122.36766	37.15261	-15.01	276.16	1
7587	SM057	-122.35960	37.15370	-122.36779	37.15324	-15.02	265.97	2
7588	SM058	-122.35990	37.15550	-122.36832	37.15432	-15.00	260.03	1
7589	SM059	-122.36040	37.15730	-122.36961	37.15614	-15.01	261.02	1
7590	SM060	-122.36060	37.15900	-122.36978	37.15778	-15.00	260.53	1
7591	SM061	-122.36110	37.16070	-122.37048	37.15897	-15.02	256.97	1
7592	SM062	-122.36160	37.16250	-122.37173	37.16041	-14.99	255.49	1
7593	SM063	-122.36220	37.16420	-122.37251	37.16177	-15.03	253.52	1
7594	SM064	-122.36290	37.16600	-122.37371	37.16269	-15.01	248.98	1
7595	SM065	-122.36380	37.16760	-122.37386	37.16386	-15.02	244.99	1
7596	SM066	-122.36480	37.16920	-122.37418	37.16531	-15.02	242.51	1
7597	SM067	-122.36570	37.17070	-122.37611	37.16537	-15.01	237.28	2
7598	SM068	-122.36710	37.17220	-122.37611	37.16537	-15.01	226.43	2
7599	SM069	-122.36860	37.17350	-122.37611	37.16537	-15.01	216.36	2
7600	SM070	-122.37050	37.17410	-122.37785	37.16673	-15.02	218.47	2
7601	SM071	-122.37190	37.17520	-122.38093	37.16916	-15.18	229.99	1
7602	SM072	-122.37310	37.17660	-122.38276	37.17059	-15.02	232.02	2
7603	SM073	-122.37440	37.17800	-122.38287	37.17074	-15.03	222.91	1
7604	SM074	-122.37610	37.17890	-122.38345	37.17155	-15.01	218.55	2
7605	SM075	-122.37750	37.18020	-122.38375	37.17213	-15.01	211.68	2
7606	SM076	-122.37930	37.18130	-122.38375	37.17213	-15.01	201.14	2
7607	SM077	-122.38130	37.18110	-122.38557	37.17470	-14.99	208.00	2
7608	SM078	-122.38290	37.18220	-122.38756	37.17575	-15.02	209.93	2
7609	SM079	-122.38500	37.18290	-122.38756	37.17575	-15.02	195.92	2
7610	SM080	-122.38710	37.18330	-122.38756	37.17575	-15.02	182.78	1
7611	SM081	-122.38930	37.18300	-122.38812	37.17590	-15.00	172.46	1
7612	SM082	-122.39130	37.18320	-122.38853	37.17604	-14.99	162.87	1
7613	SM083	-122.39270	37.18220	-122.38919	37.17620	-15.00	155.01	1
7614	SM084	-122.39450	37.18140	-122.39623	37.17838	-15.00	204.53	2
7615	SM085	-122.39470	37.18290	-122.40198	37.18088	-15.01	250.80	1
7616	SM086	-122.39590	37.18440	-122.40235	37.18131	-15.01	238.98	2
7617	SM087	-122.39690	37.18560	-122.40422	37.18342	-15.02	249.50	1
7618	SM088	-122.39720	37.18740	-122.40584	37.18662	-15.32	263.53	1
7619	SM089	-122.39740	37.18920	-122.40589	37.18764	-15.02	257.01	2
7620	SM090	-122.39770	37.19090	-122.40589	37.18764	-15.02	243.45	2
7621	SM091	-122.39860	37.19250	-122.40589	37.18764	-15.02	230.08	2
7622	SM092	-122.40050	37.19340	-122.40589	37.18764	-15.02	216.70	2
7623	SM093	-122.40260	37.19410	-122.40689	37.18957	-15.01	217.03	2
7624	SM094	-122.40430	37.19530	-122.41000	37.19194	-15.52	233.50	1
7625	SM095	-122.40510	37.19680	-122.41301	37.19540	-15.04	257.47	1
7626	SM096	-122.40520	37.19860	-122.41251	37.19850	-16.23	269.02	1
7627	SM097	-122.40520	37.20040	-122.41321	37.20040	-15.04	270.00	1
7628	SM098	-122.40520	37.20220	-122.41314	37.20176	-15.00	266.02	1
7629	SM099	-122.40550	37.20400	-122.41331	37.20340	-14.99	264.49	2
7630	SM100	-122.40460	37.20530	-122.41334	37.20443	-15.65	262.88	2
7631	SM101	-122.40530	37.20680	-122.41334	37.20443	-15.65	249.69	2
7632	SM102	-122.40680	37.20800	-122.41334	37.20646	-15.39	253.53	2
7633	SM103	-122.40710	37.20960	-122.41345	37.20824	-15.05	254.95	1
7634	SM104	-122.40800	37.21130	-122.41417	37.21017	-16.45	257.05	2
7635	SM105	-122.40760	37.21300	-122.41500	37.21189	-16.03	259.33	1
7636	SM106	-122.40870	37.21440	-122.41545	37.21440	-15.03	270.00	1
7637	SM107	-122.40790	37.21570	-122.41667	37.21749	-15.25	284.38	2
7638	SM108	-122.40750	37.21740	-122.41667	37.21749	-15.25	270.71	1
7639	SM109	-122.40760	37.21900	-122.41667	37.21749	-15.25	258.19	2
7640	SM110	-122.40860	37.22050	-122.41740	37.21862	-15.04	254.98	2
7641	SM111	-122.40850	37.22210	-122.41778	37.21973	-15.06	252.22	1
7642	SM112	-122.40980	37.22350	-122.41833	37.22109	-12.86	250.47	1
7643	SM113	-122.40900	37.22470	-122.41936	37.22216	-15.01	252.89	2
7644	SM114	-122.40940	37.22610	-122.41936	37.22216	-15.01	243.58	2
